,P1,P2
3618,P10721,O00329
3619,P10721,Q9UQQ2
3620,P10721,P08700
3621,Q01668,Q7Z3S7
3622,Q01668,Q9NY47
3623,Q01668,P21817
3624,Q01668,P54284
3625,Q01668,Q13698
3626,Q01668,Q02641
3627,Q01668,P54289
3628,Q01668,O60840
3629,Q01668,Q9Y698
3630,Q01668,Q00975
3631,Q01668,Q8IZS8
3632,Q01668,O95180
3633,Q01668,O00305
3634,Q01668,P29475
3635,Q01668,P62955
3636,Q01668,P04156
3637,Q01668,Q08289
3638,P15056,P67775
3639,P15056,P07900
3640,P15056,P17252
3641,P15056,P49841
3642,P15056,P31749
3643,P15056,Q02156
3644,P15056,P05771
3645,P15056,Q02750
3646,P32754,P17174
3647,P42338,P04629
3648,P42338,P06401
3649,P42338,O15530
3650,P42338,O00329
3651,P42338,P12931
3652,P42338,P11362
3653,P42338,Q08881
3654,P42338,P31749
3655,P42338,P10828
3656,P42338,O00206
3657,P42338,P06213
3658,P42338,Q06187
3659,P42338,P15391
3660,P42338,P08581
3661,P42338,Q05655
3662,P42338,P08631
3663,P42338,P07948
3664,P42338,P63000
3665,P42338,P06241
3666,P42338,O60674
3667,P42338,P61073
3668,P42338,P42345
3669,P42338,P27986
3670,P42338,Q15303
3671,P42338,Q9UM73
3672,P42338,Q05513
3673,P14598,Q05513
3674,P14598,Q15080
3675,P14598,P14780
3676,P14598,Q8NFA2
3677,P14598,P05771
3678,P14598,P47712
3679,P14598,P17252
3680,P14598,P63000
3681,P14598,P19878
3682,P14598,Q15759
3683,P14598,P31749
3684,P14598,P19320
3685,P14598,P04839
3686,P14598,P12931
3687,P14598,Q05655
3688,P50406,P34969
3689,P50406,P06241
3690,Q05901,Q15822
3691,Q05901,P43681
3692,Q9Y6J6,Q14524
3693,Q9Y6J6,Q9Y6H6
3694,Q9Y6J6,Q9UJ90
3695,Q9Y6J6,Q9NZV8
3696,P12821,P50052
3697,P12821,P29474
3698,P12821,P30556
3699,P12821,P08473
3700,P12821,P02768
3701,P12821,P30411
3702,P12821,P08235
3703,P04155,P10912
3704,P04155,P03372
3705,P04155,Q04206
3706,P04155,P35222
3707,O00764,Q06278
3708,P04271,Q15303
3709,P04271,P11137
3710,P04271,P23297
3711,P04271,P14416
3712,P04271,Q04206
3713,P04271,P26447
3714,P04271,P10636
3715,P04271,Q00653
3716,P04271,P25815
3717,P04271,P12931
3718,P23297,Q92736
3719,P23297,P07900
3720,P23297,P08238
3721,P23297,P21817
3722,P22455,P05230
3723,P23297,P25815
3724,P23297,P26447
3725,P22455,P22607
3726,P22455,O95750
3727,P22455,P21802
3728,P22455,P34741
3729,P22455,Q96RI1
3730,P15538,P31213
3731,P15538,P08686
3732,P15538,P19099
3733,P15538,O14756
3734,P15538,Q04828
3735,P15538,P26439
3736,P15538,P42330
3737,P15538,P80365
3738,P15538,P05093
3739,P15538,P11511
3740,P15538,P14060
3741,P34995,P61073
3742,P34995,P21462
3743,P34995,P41231
3744,P34995,P11229
3745,P34995,P00734
3746,P34995,P07550
3747,P34995,P35368
3748,P34995,P35354
3749,P34995,P50052
3750,Q16873,Q9Y271
3751,Q16873,P09917
3752,P49585,Q8TCT1
3753,P49585,P45983
3754,P49585,P45984
3755,P49585,Q9Y5K3
3756,P49585,P53779
3757,P24310,P00395
3758,P24310,P00403
3759,P24310,P13073
3760,P24310,P15954
3761,P24310,P20674
3762,P24310,P99999
3763,P24310,P09669
3764,Q14957,Q05586
3765,Q14957,Q13224
3766,Q14957,P29475
3767,Q14957,Q15303
3768,Q14957,Q12879
3769,Q14957,O15547
3770,Q14957,Q99571
3771,Q14957,Q8TCU5
3772,Q14957,P12931
3773,Q14957,P78352
3774,Q14957,Q99572
3775,Q14957,P42263
3776,Q14957,Q9Y698
3777,P51692,P40933
3778,Q14957,P42261
3779,Q14957,P42262
3780,P51692,P22607
3781,P51692,O60674
3782,P51692,P61073
3783,P51692,P01589
3784,P51692,P11309
3785,P51692,P00519
3786,P51692,P21802
3787,P51692,P29597
3788,P51692,P06241
3789,P51692,P11274
3790,P51692,P38936
3791,P51692,P15509
3792,P51692,P52333
3793,P51692,Q15303
3794,P51692,Q02763
3795,P51692,P01100
3796,P51692,Q14289
3797,P51692,Q13547
3798,P51692,P10912
3799,P51692,P18031
3800,P51692,P40238
3801,P51692,P12004
3802,P51692,P07948
3803,P51692,P05771
3804,P51692,P26951
3805,P51692,P06239
3806,P51692,P16471
3807,P51692,P31785
3808,P51692,P32927
3809,P51692,P08700
3810,P51692,P16410
3811,P51692,P23458
3812,P51692,P12931
3813,P51692,P31749
3814,P51692,P17252
3815,O95750,P11362
3816,O95750,P34741
3817,O95750,Q96RI1
3818,O95750,P22607
3819,O95750,P21802
3820,P19320,P04839
3821,P19320,P02751
3822,P19320,P19878
3823,P19320,P16581
3824,P19320,Q14289
3825,P19320,P01375
3826,P19320,P12931
3827,P19320,P20701
3828,P19320,Q15080
3829,P19320,P13612
3830,P22888,P05093
3831,P19320,P05231
3832,P22888,P11511
3833,P22888,P14060
3834,Q9H3M0,Q14722
3835,Q9H3M0,Q13303
3836,P48549,Q96I99
3837,P48549,Q14500
3838,P48549,Q9UBS5
3839,P48549,P48050
3840,O60760,P05412
3841,O60760,P08684
3842,O60760,P23219
3843,O60760,P01106
3844,O60760,Q15185
3845,O60760,P42330
3846,O60760,P35354
3847,O60760,P05177
3848,O60760,P41222
3849,Q8N1C3,P18507
3850,P18505,P14867
3851,P18505,P28472
3852,P18505,P47869
3853,P18505,P18507
3854,P25024,P07948
3855,P25024,P08631
3856,P25024,P02776
3857,P25024,P09769
3858,Q96DB2,Q9UBN7
3859,P41743,P06213
3860,P41743,P12931
3861,P41743,O14920
3862,Q96DB2,Q9NXA8
3863,P41743,P01375
3864,P41743,Q05513
3865,P41743,O15530
3866,P41743,P04629
3867,P41743,P35222
3868,P41743,Q04206
3869,P41743,O15111
3870,P41743,P01138
3871,Q6NUM9,O95237
3872,Q6NUM9,P00326
3873,Q6NUM9,O75911
3874,Q6NUM9,O14756
3875,Q6NUM9,P00325
3876,Q6NUM9,Q9NYR8
3877,Q6NUM9,Q96NR8
3878,Q6NUM9,Q9BTZ2
3879,Q6NUM9,Q8TC12
3880,P02768,P42574
3881,P02768,P02751
3882,P02768,P02787
3883,P02768,Q96RI1
3884,P02768,P01375
3885,P02768,P04278
3886,P02768,P02786
3887,P02768,P02679
3888,P02768,O60494
3889,P02768,P43220
3890,P02768,P02144
3891,P02768,P01023
3892,P02768,P19652
3893,P02768,P02753
3894,P02768,P01189
3895,P02768,P00747
3896,P02768,P27487
3897,P02768,P08758
3898,P02768,P51161
3899,P02768,P05231
3900,P02768,P01008
3901,P02768,P24298
3902,P02768,P01138
3903,P02768,P00734
3904,P02768,P02671
3905,P02768,P99999
3906,P02768,P22303
3907,P02768,P35222
3908,P02776,P61073
3909,P02776,P01008
3910,P05452,P00747
3911,P08758,P80511
3912,P08758,P99999
3913,P08758,P42574
3914,P08758,P31749
3915,P42262,P05771
3916,P42262,P42261
3917,P42262,Q9Y698
3918,P42262,Q9UF02
3919,P42262,P78352
3920,P42262,P42263
3921,P42262,Q8TCU5
3922,P42262,P17252
3923,P42262,P35222
3924,P42262,Q92769
3925,P42262,P62955
3926,P42262,Q12879
3927,P42262,P07948
3928,P42262,P41594
3929,P42262,Q13555
3930,P42262,Q05586
3931,P42262,Q13547
3932,P42262,Q13224
3933,P40933,P01375
3934,P40933,P23458
3935,P40933,P26951
3936,P40933,P05231
3937,P40933,P31785
3938,P40933,P01589
3939,P40933,Q16552
3940,P40933,P52333
3941,Q16568,P01303
3942,Q16568,P01189
3943,P08700,P01375
3944,P08700,P05231
3945,P08700,P26951
3946,P08700,P23458
3947,P08700,O60674
3948,P08700,P32927
3949,P08700,P40238
3950,P08700,P27986
3951,P08700,P15509
3952,P08700,Q99062
3953,P08123,P02461
3954,P08123,P05106
3955,P08123,O15460
3956,P08123,P02751
3957,P08123,P04083
3958,Q08828,Q02156
3959,Q08828,Q08493
3960,Q08828,Q9Y233
3961,Q08828,P25101
3962,Q08828,Q08499
3963,Q08828,P27815
3964,Q08828,P21453
3965,Q08828,Q07343
3966,P29474,Q92731
3967,P29474,P05089
3968,P29474,P30411
3969,Q08828,Q05655
3970,P29474,P35228
3971,P29474,Q16665
3972,P29474,P03372
3973,P29474,P30556
3974,P29474,P31749
3975,P29474,P07900
3976,P29474,Q5T6L4
3977,P29474,P05412
3978,P29474,P29475
3979,P29474,P14625
3980,P29474,P16220
3981,P29474,P08238
3982,P29474,P15692
3983,P29474,Q05655
3984,P29474,P50440
3985,P00352,O75911
3986,P00352,Q06278
3987,P00352,Q8TC12
3988,P00352,P08684
3989,P00352,Q96NR8
3990,P00352,O14756
3991,P00352,P47895
3992,P00352,Q9BTZ2
3993,P00352,P00325
3994,P00352,P05177
3995,P00352,P00326
3996,Q92482,P04839
3997,Q05940,Q7RTT9
3998,Q05940,P07101
3999,Q05940,P54219
4000,Q05940,P20711
4001,P00492,P22413
4002,P00492,P00491
4003,P00492,P47989
4004,P00492,Q8N142
4005,P00492,P49902
4006,P00492,P12268
4007,P00492,P51580
4008,P00492,P30520
4009,P00492,P20839
4010,Q9BXJ7,O60494
4011,P37288,P47901
4012,P37288,P30518
4013,P30532,P32297
4014,P30532,P17787
4015,P14625,P11142
4016,P14625,P27797
4017,P14625,Q14697
4018,P14625,O00206
4019,P14625,P31749
4020,P14625,P18850
4021,P14625,P07900
4022,P14625,P10275
4023,P14625,P11021
4024,P14625,Q8TCT9
4025,P14625,P08238
4026,P15144,P17174
4027,P15144,P08473
4028,P15144,P32929
4029,P15144,P48507
4030,P51170,P37088
4031,P51170,P35499
4032,P51170,Q13621
4033,P51170,P51168
4034,P51170,Q8IWT1
4035,P51170,P51172
4036,P51170,Q07699
4037,Q9Y698,P42263
4038,Q9Y698,O00555
4039,Q9Y698,P42261
4040,Q9Y698,P54289
4041,Q9Y698,Q00975
4042,Q9Y698,Q8TCU5
4043,Q9Y698,O95180
4044,Q9Y698,Q13224
4045,Q9Y698,P78352
4046,Q9Y698,Q05586
4047,Q9Y698,Q13555
4048,Q9Y698,Q13002
4049,Q9Y698,O00305
4050,Q9Y698,P54284
4051,Q9Y698,Q02641
4052,Q9Y698,Q12879
4053,P78559,P78352
4054,P04234,Q15116
4055,P04234,P06729
4056,P04234,P42081
4057,P04234,Q08881
4058,P04234,Q9NZQ7
4059,P04234,P31785
4060,P04234,P06241
4061,P04234,P06239
4062,P04234,P05412
4063,P04234,P04229
4064,P04234,P01589
4065,P23921,P11388
4066,P23921,P12004
4067,P23921,P04818
4068,P23921,P09884
4069,P23921,P30085
4070,P23921,P31350
4071,P23921,Q07864
4072,P23921,P39748
4073,P54284,P54289
4074,P54284,Q7Z3S7
4075,P54284,Q9NY47
4076,P54284,O60840
4077,P54284,Q13698
4078,P54284,O00555
4079,P54284,O00305
4080,P54284,Q08289
4081,P54284,P62955
4082,P54284,Q02641
4083,P54284,Q00975
4084,P54284,O95180
4085,P54284,Q15878
4086,P54284,Q8IZS8
4087,Q71U36,P07437
4088,Q71U36,P68371
4089,Q71U36,P03372
4090,Q71U36,Q9H169
4091,Q71U36,Q9UBN7
4092,Q71U36,P10636
4093,Q71U36,Q13509
4094,Q8NET8,Q7Z2W7
4095,P06870,P17936
4096,O15392,Q16665
4097,O15392,P61024
4098,O15392,P01106
4099,O15392,P04818
4100,O15392,P01100
4101,O15392,P31350
4102,O15392,P11388
4103,O15392,P11309
4104,P12724,P08246
4105,Q02750,Q05655
4106,Q02750,P67775
4107,Q02750,P00734
4108,Q02750,P53779
4109,Q02750,P63000
4110,Q02750,P01589
4111,Q02750,P08887
4112,Q02750,P45983
4113,Q02750,P27986
4114,Q02750,P52333
4115,Q02750,P29597
4116,Q02750,P05412
4117,Q02750,P23458
4118,Q02750,P12931
4119,Q02750,Q15759
4120,Q02750,P49841
4121,Q02750,P47712
4122,Q02750,P05231
4123,Q02750,P01106
4124,Q02750,P31785
4125,Q02750,P45984
4126,Q02750,P06239
4127,P21549,P35520
4128,P21549,Q9GZT4
4129,P21549,P24298
4130,P21549,P13196
4131,P21549,P50440
4132,P21549,P22557
4133,P21549,P43155
4134,P21549,Q14749
4135,P21549,P35228
4136,P21549,Q8TD30
4137,P21549,P34896
4138,P21549,Q9UKG9
4139,P21549,Q9BTZ2
4140,P21549,Q9P0Z9
4141,P21549,P34897
4142,P35408,P35354
4143,O15379,P01106
4144,O15379,P13631
4145,O15379,O95477
4146,O15379,P01375
4147,O15379,Q04206
4148,O15379,P19793
4149,O15379,P10826
4150,O15379,Q9UKV0
4151,O15379,P28702
4152,O15379,Q92769
4153,O15379,P10275
4154,O15379,P05412
4155,O15379,P48443
4156,O15379,P02818
4157,O15379,Q13547
4158,Q8NBP7,P07355
4159,Q8NBP7,P01130
4160,P22303,P28329
4161,P22303,Q8TCT1
4162,Q13258,P22607
4163,P11274,P63000
4164,Q13258,Q13547
4165,P11274,Q06187
4166,P11274,P07948
4167,P11274,P15391
4168,P11274,P31994
4169,P11274,P27986
4170,P11274,O60674
4171,P11274,P00519
4172,P11274,P42345
4173,P25103,P22102
4174,P35498,O43526
4175,P35498,P18507
4176,P35498,Q9NY72
4177,P35498,Q8IWT1
4178,P35498,O43525
4179,P35498,Q07699
4180,P06213,P67775
4181,P06213,P27986
4182,P06213,P18031
4183,P06213,Q05513
4184,P06213,O15530
4185,P06213,O00329
4186,P06213,P31749
4187,P06213,Q02156
4188,P06213,P05771
4189,P16410,P20701
4190,P16410,P06241
4191,P16410,P06239
4192,P16410,P27986
4193,P16410,P13612
4194,P16410,Q16552
4195,P16410,P05231
4196,P16410,Q16853
4197,P16410,P42081
4198,P16410,Q15116
4199,P16410,P07948
4200,P16410,P05106
4201,P16410,P01375
4202,P16410,Q08881
4203,P16410,P06729
4204,P16410,Q9NZQ7
4205,P16410,P12931
4206,P16410,P15391
4207,P16410,P31749
4208,P14770,P01008
4209,P14770,P07948
4210,P14770,P05154
4211,P14770,P07359
4212,P14770,P00451
4213,P14770,P12931
4214,Q09428,Q14654
4215,Q8TAE7,Q14721
4216,P49773,P35372
4217,P49773,P15954
4218,P11230,P07510
4219,P11230,Q14289
4220,P11230,P12931
4221,P02461,O15460
4222,P02461,P05106
4223,P29275,P30542
4224,P29275,P29274
4225,P29275,P00813
4226,P49327,Q9Y234
4227,P49327,O00763
4228,P49327,Q07869
4229,P49327,P28702
4230,P49327,O60488
4231,P49327,P19793
4232,P49327,O95573
4233,P49327,P33121
4234,P49327,Q13085
4235,P47900,Q99571
4236,P47900,P30542
4237,P47900,Q9UBL9
4238,P05771,O15530
4239,P05771,P42261
4240,P05771,P23458
4241,P05771,P12931
4242,P05771,O14920
4243,P05771,P17252
4244,P05771,P42263
4245,P05771,O60733
4246,P05771,Q9GZT9
4247,P05771,P42574
4248,P05771,P19878
4249,P05771,P31785
4250,P05771,Q14573
4251,P05771,P06239
4252,P05771,Q14571
4253,P05771,Q14643
4254,P05771,Q14289
4255,P05771,O00555
4256,P05771,P01100
4257,P05771,O15111
4258,P05771,P07948
4259,P05771,Q05655
4260,P05771,Q96KS0
4261,P05771,Q04206
4262,P05771,P42345
4263,P05771,P29475
4264,P05771,P52333
4265,P05771,Q15303
4266,P05771,Q15080
4267,P07550,P11229
4268,P05771,Q05513
4269,P05771,P45983
4270,P05771,Q13393
4271,P07550,P27815
4272,P07550,P13945
4273,P07550,Q08499
4274,P07550,Q96I99
4275,P07550,P61073
4276,P07550,P21462
4277,P07550,P08588
4278,P07550,P50052
4279,P07550,P78352
4280,P07550,P41231
4281,P21453,P08887
4282,P21453,P20333
4283,P21453,P09769
4284,P07550,P35368
4285,P07550,P12931
4286,P07550,P00734
4287,P21453,P27986
4288,P21453,P06239
4289,P21453,P06241
4290,P21453,P31749
4291,P21453,P07947
4292,P21453,P12931
4293,P21453,P63000
4294,P21453,P08631
4295,P21453,P07948
4296,P39748,P03372
4297,P39748,P12004
4298,P39748,P49916
4299,P39748,P09874
4300,P39748,Q96FI4
4301,P39748,Q07864
4302,P39748,Q9NRF9
4303,P39748,P31350
4304,P39748,P09884
4305,P39748,P04818
4306,P02675,P02671
4307,P39748,P11388
4308,P10253,O43451
4309,P10253,P04746
4310,P02675,P02679
4311,P02675,P18031
4312,P02675,P05106
4313,P02675,P02751
4314,P02675,P01008
4315,P02675,P08697
4316,P02675,P00734
4317,P02675,P05154
4318,P02675,P05160
4319,P02675,P00749
4320,P02675,P00747
4321,P02675,Q03405
4322,Q02156,P52333
4323,Q02156,P01589
4324,Q02156,P45983
4325,Q02156,O15111
4326,Q02156,Q8NER1
4327,Q02156,P53779
4328,Q02156,Q14289
4329,Q02156,Q05655
4330,Q02156,P06239
4331,Q02156,P31785
4332,Q02156,P45984
4333,Q02156,O60733
4334,Q02156,P54619
4335,Q02156,O15530
4336,Q02156,P23458
4337,Q02156,P12931
4338,Q02156,O14920
4339,P41594,P42261
4340,P41594,P21554
4341,P41594,P03372
4342,P41594,Q13224
4343,P41594,P41180
4344,P41594,P78352
4345,P41594,Q05586
4346,P41594,P08912
4347,P41594,P11229
4348,P41594,P04156
4349,P41594,Q12879
4350,P41594,P14416
4351,P01100,P22607
4352,P01100,P11309
4353,P01100,P16220
4354,P01100,P35222
4355,P01100,P21802
4356,P01100,Q04206
4357,P01100,P05412
4358,P01100,Q08257
4359,P01100,P45983
4360,P01100,Q06187
4361,P01100,P09210
4362,P01100,P17544
4363,P01100,P07101
4364,P01100,P12319
4365,P01100,O14788
4366,P01100,P07948
4367,P01100,P53779
4368,P01100,P01106
4369,P01100,Q16665
4370,P01100,P05231
4371,P01100,Q92731
4372,P01100,P45984
4373,P01100,P18847
4374,P01100,P01375
4375,P01100,P18848
4376,P01100,P12931
4377,P01100,Q15759
4378,P01100,O95644
4379,P01100,P34741
4380,P01100,P17252
4381,Q14643,P62942
4382,P01100,P03372
4383,Q14643,Q14573
4384,Q14643,Q14571
4385,Q14643,P17252
4386,Q14643,Q14457
4387,Q14643,P31749
4388,Q14643,P29475
4389,Q14643,P99999
4390,O14649,Q9NPC2
4391,P02671,P00734
4392,P02671,P05154
4393,P02671,P00747
4394,P02671,P05160
4395,P02671,P00749
4396,P02671,Q03405
4397,P02671,P02679
4398,P02671,P01008
4399,P02671,P00439
4400,P02671,P02751
4401,P02671,P08697
4402,P02671,P18031
4403,P02671,P05106
4404,P11229,P05412
4405,P11229,P08912
4406,P11229,P61073
4407,P11229,P21462
4408,P11229,Q96I99
4409,P11229,P43657
4410,P11229,P41231
4411,P11229,P00734
4412,P11229,P12931
4413,P11229,P08172
4414,P11229,P35368
4415,P11229,P50052
4416,P11229,Q99677
4417,P11229,P25116
4418,P48050,Q9UNX9
4419,P48050,O43525
4420,P48050,O43526
4421,P48050,Q9NR82
4422,P48050,P78352
4423,P48050,Q14500
4424,P00325,P09488
4425,P00325,P21964
4426,P00325,Q06278
4427,P00325,P00326
4428,P35368,P35348
4429,P00325,P21397
4430,P35368,P50052
4431,P35368,P00734
4432,P35368,P21462
4433,P35368,P41231
4434,P00325,O95237
4435,P35368,P25100
4436,P35368,P61073
4437,P34741,P21802
4438,P34741,P22607
4439,P34741,P27986
4440,P34741,P98160
4441,P34741,P05412
4442,P34741,P45983
4443,P34741,P15692
4444,P34741,P02751
4445,P34741,Q05655
4446,P34741,P12931
4447,P34741,P42574
4448,Q9NZD4,P22557
4449,Q9NZD4,P68871
4450,Q9NZD4,P00915
4451,Q9H244,P33261
4452,Q9H244,Q99571
4453,Q9UI33,Q07699
4454,Q9UI33,Q8IWT1
4455,P99999,P13073
4456,P99999,Q99643
4457,P99999,P20674
4458,P99999,P00414
4459,P99999,P42574
4460,P99999,Q9NXA8
4461,P99999,P10415
4462,P99999,P02144
4463,P99999,P00395
4464,P99999,P24311
4465,P99999,P31749
4466,P99999,P15954
4467,P99999,P09669
4468,P99999,P21912
4469,P99999,P00403
4470,P99999,P67775
4471,P99999,Q86YN6
4472,P99999,P10176
4473,P99999,O14521
4474,P99999,P42898
4475,P99999,P01138
4476,P15104,P80404
4477,P15104,Q9UGI5
4478,P15104,P48507
4479,P15104,P50440
4480,P00734,P05160
4481,P00734,P13726
4482,P00734,P08631
4483,P00734,P07204
4484,P00734,P01008
4485,P00734,P02751
4486,P00734,P43657
4487,P00734,P00451
4488,P00734,P25101
4489,P00734,P30556
4490,P00734,P24530
4491,P00734,P02679
4492,P00734,P24298
4493,P00734,P17936
4494,P00734,P08697
4495,P00734,P21462
4496,P00734,P41231
4497,P00734,P42898
4498,P00734,P12931
4499,P00734,P01023
4500,P00734,Q99677
4501,P00734,P50052
4502,P00734,P25116
4503,P00734,P07359
4504,P00734,P30411
4505,P00734,P00742
4506,P00734,Q07869
4507,P00734,P07225
4508,P00734,P00749
4509,P00734,P05154
4510,P00734,P09769
4511,P00734,P61073
4512,P00734,P03951
4513,P07477,P14780
4514,P28472,P47869
4515,P28472,P18507
4516,P28472,P14867
4517,Q7Z5B4,P46098
4518,P00747,P11021
4519,P00747,P13726
4520,P00747,P08697
4521,P00747,P01008
4522,P00747,P07204
4523,P00747,P26447
4524,P00747,P02751
4525,P00747,P07355
4526,P00747,P01023
4527,P00747,P39900
4528,P00747,P02679
4529,P00747,P11717
4530,P00747,P01138
4531,P00747,P25116
4532,P00747,P14780
4533,P00747,P05120
4534,P00747,P17936
4535,P00747,P98160
4536,P00747,P05787
4537,P00747,P00749
4538,P00747,Q02763
4539,P00747,Q03405
4540,P00747,P27487
4541,P00747,P04156
4542,O14746,P01106
4543,O14746,Q15185
4544,O14746,Q07864
4545,O14746,P17252
4546,O14746,P03372
4547,O14746,P31749
4548,O14746,P07900
4549,O14746,Q13547
4550,O14746,P35222
4551,O14746,P42345
4552,O14746,P00519
4553,O14746,P09884
4554,P06858,P16233
4555,P06858,P33121
4556,P06858,O95573
4557,P06858,Q04206
4558,P06858,P05412
4559,P06858,Q07869
4560,P06858,P07098
4561,P06858,P01130
4562,P06858,P19793
4563,P06858,O60488
4564,P41231,Q9UBL9
4565,P41231,P12931
4566,P41231,Q99572
4567,P41231,Q99571
4568,P41231,P21462
4569,P41231,P50052
4570,P41231,P61073
4571,Q9Y6H6,Q03721
4572,Q9Y6H6,Q9UJ90
4573,Q9Y6H6,P15382
4574,Q9Y6H6,Q9UK17
4575,Q9Y6H6,Q9NY72
4576,Q03181,P35222
4577,Q03181,P48443
4578,Q03181,P19793
4579,Q03181,P28702
4580,Q13164,P67775
4581,Q13164,Q05513
4582,Q13164,P51812
4583,P42574,Q05655
4584,P42574,P78527
4585,P42574,P01138
4586,P42574,P53667
4587,P42574,P08581
4588,P42574,P11021
4589,P42574,P35222
4590,P42574,P11387
4591,P42574,P38936
4592,P42574,P07900
4593,P42574,P31749
4594,P42574,P05412
4595,P42574,P01375
4596,P42574,Q9Y6F1
4597,P42574,P17252
4598,P42574,P10415
4599,P42574,Q14457
4600,P42574,P10636
4601,P42574,P05231
4602,P42574,P09874
4603,P42574,P29466
4604,P61024,P04818
4605,P61024,P12004
4606,P61024,P38936
4607,P49765,P04629
4608,P49765,Q02763
4609,P49765,P15692
4610,P29972,P35222
4611,P09488,P00326
4612,P09488,P05177
4613,P09488,P33261
4614,P09488,P08684
4615,Q9NR97,Q06187
4616,Q9NR97,Q9NYK1
4617,Q8TDN1,Q14722
4618,Q8TDN1,Q14721
4619,P04054,P35354
4620,P04054,O60733
4621,P04054,P09917
4622,P04054,P23219
4623,P51580,Q9BQB6
4624,P51580,P12268
4625,P51580,P20839
4626,P51580,P47989
4627,Q16853,P21397
4628,Q16853,P21964
4629,Q16853,Q04760
4630,Q16853,P20711
4631,Q16853,P15391
4632,Q16853,P27338
4633,Q16853,P09172
4634,Q86YN6,P13196
4635,Q9UGM1,P43681
4636,Q86YN6,P03372
4637,Q9UGM1,P36544
4638,Q9UGM1,P17787
4639,Q9UGM1,Q15822
4640,Q9UGM1,P32297
4641,P78527,P31749
4642,P78527,P09874
4643,P02746,P00736
4644,P78527,P00519
4645,P02746,P09871
4646,P02746,P27797
4647,P02746,P02745
4648,P02746,P02747
4649,P07288,P17936
4650,P07288,P10275
4651,P07288,P05154
4652,P07288,P01023
4653,P04062,Q16739
4654,P04062,P17405
4655,P51649,P80404
4656,P51649,P11498
4657,P25101,P45983
4658,P25101,O60674
4659,P25101,P63000
4660,P25101,P24530
4661,P25101,P31749
4662,P43155,Q9UKG9
4663,P43155,Q9P0Z9
4664,P43155,P35228
4665,P43155,O43772
4666,P43155,Q9BTZ2
4667,P32297,P17787
4668,P32297,Q15822
4669,P32297,P36544
4670,P32297,P43681
4671,P04818,P11388
4672,P32297,O60674
4673,P04818,P19971
4674,P04818,P49902
4675,P04818,P42898
4676,P04818,P09884
4677,P04818,P31350
4678,P04818,P00374
4679,P04818,P22102
4680,P04818,P34896
4681,P04818,P12004
4682,P04818,P34897
4683,P04818,Q12882
4684,P08908,P01303
4685,P08908,P11362
4686,P80365,P26439
4687,P80365,P08686
4688,P80365,P08235
4689,P80365,P14060
4690,P80365,P19099
4691,Q8IVL5,O15460
4692,Q9NUB1,Q96I99
4693,Q9NUB1,Q9P2R7
4694,Q9NUB1,P53597
4695,Q9NUB1,P05166
4696,Q9NUB1,O00763
4697,Q9NUB1,Q13085
4698,Q9NUB1,P05165
4699,Q9NUB1,Q06278
4700,Q9NUB1,P80404
4701,P08581,P05231
4702,Q9NUB1,P11498
4703,P08581,P23458
4704,P08581,P12931
4705,P08581,O00329
4706,P08581,P35222
4707,P08581,O60674
4708,P08581,P45983
4709,P08581,P27986
4710,P08581,Q03405
4711,P08581,P18031
4712,P08581,P15692
4713,Q9P0Z9,Q14749
4714,Q9P0Z9,P34897
4715,Q9P0Z9,Q9UKG9
4716,Q9P0Z9,P34896
4717,Q9P0Z9,Q9BTZ2
4718,Q9P0Z9,P35228
4719,Q9P0Z9,P22557
4720,Q9P0Z9,P13196
4721,Q9P0Z9,P50440
4722,P20674,P09669
4723,P20674,P13073
4724,P20674,P15954
4725,P20674,P21912
4726,P20674,O43772
4727,P20674,P00414
4728,P20674,P53597
4729,P20674,P00395
4730,P20674,Q99643
4731,P20674,P10176
4732,P20674,O14521
4733,P20674,P00403
4734,P20674,Q9UJS0
4735,P07202,P20711
4736,P20674,P24311
4737,P07202,P17174
4738,P07202,P07101
4739,P07202,P00439
4740,P34896,P00374
4741,P34896,Q14749
4742,P34896,P35520
4743,P34896,P50440
4744,P34896,Q9GZT4
4745,P34896,P07195
4746,P34896,P42898
4747,P34896,P22557
4748,P34896,P34897
4749,P34896,P13196
4750,P34896,P22234
4751,P34896,Q99707
4752,P34896,P22102
4753,Q13555,P10636
4754,Q13555,P42261
4755,Q13555,P42263
4756,Q13555,P23458
4757,Q13555,Q13224
4758,Q13555,Q05586
4759,Q13555,O60674
4760,Q13555,P16220
4761,Q9NPA1,Q92952
4762,Q9NPA1,Q9UGI6
4763,Q13555,Q12879
4764,Q9NPA1,Q9Y691
4765,Q9NPA1,Q9H2S1
4766,Q9UK17,Q14524
4767,Q9UK17,Q13303
4768,Q9UK17,Q14722
4769,P15559,P48507
4770,P15559,Q08257
4771,P15559,Q9BQB6
4772,Q08289,Q8IZS8
4773,Q08289,O95180
4774,Q08289,Q15878
4775,Q08289,Q00975
4776,Q08289,Q9P0X4
4777,Q08289,P54289
4778,Q08289,O00555
4779,Q08289,O60840
4780,Q08289,Q02641
4781,Q08289,O43497
4782,Q08289,Q7Z3S7
4783,Q08289,Q9NY47
4784,Q13509,P10636
4785,Q08289,Q13698
4786,Q08289,O00305
4787,Q9BPV8,Q96G91
4788,P27797,P11021
4789,P27797,P40238
4790,P27797,P02747
4791,P27797,P14780
4792,P27797,P16220
4793,P27797,P07900
