,G1,G2
12785,SREBF1,ACACA
12786,SREBF1,RXRB
12787,SREBF1,MTOR
12788,SREBF1,FOXO1
12789,SREBF1,LDLR
12790,SREBF1,NRIP1
12791,GTF2E2,TBP
12792,GTF2E2,GTF2H5
12793,GTF2E2,ERCC2
12794,HP,CD163
12795,HP,SERPINA1
12796,PSMD12,TP73
12797,SH3PXD2A,ADAM12
12798,SH3PXD2A,SRC
12799,SH3PXD2A,GRB2
12800,PSMD12,GLI3
12801,PSMD12,VCP
12802,PSMD12,RUNX3
12803,PSMD12,GLI2
12804,PSMD12,NOTCH4
12805,PSMD12,NF1
12806,PSMD12,RELA
12807,PSMD12,SPRED2
12808,PSMD12,SUFU
12809,PSMD12,PSMD9
12810,PSMD12,PTEN
12811,PSMD12,RUNX2
12812,PSMD12,ITCH
12813,PSMD12,PSMD6
12814,UVRAG,MAP1LC3A
12815,UVRAG,BECN1
12816,UVRAG,AMBRA1
12817,NPAS3,ARNT
12818,RAC1,MAP3K1
12819,RAC1,NTRK1
12820,RAC1,SRC
12821,RAC1,WASF1
12822,RAC1,SLIT2
12823,RAC1,CYBB
12824,RAC1,MYO1C
12825,RAC1,AKT1
12826,RAC1,WASF2
12827,RAC1,LAMA2
12828,RAC1,LAMA1
12829,RAC1,CAMK2B
12830,RAC1,ARRB2
12831,RAC1,EPHB2
12832,RAC1,NCF2
12833,RAC1,VAV1
12834,RAC1,PRKCA
12835,RAC1,DCC
12836,RAC1,DMD
12837,RAC1,ARF1
12838,RAC1,EPHA2
12839,RAC1,FCGR3A
12840,RAC1,EDN1
12841,RAC1,PIR
12842,RAC1,TBXA2R
12843,RAC1,ITGB1
12844,RAC1,RHOA
12845,RAC1,CXCL12
12846,RAC1,EFNA1
12847,RAC1,PTK2B
12848,RAC1,BTK
12849,RAC1,EPHB4
12850,RAC1,SDC4
12851,RAC1,BDNF
12852,RAC1,CD44
12853,RAC1,NGF
12854,RAC1,CDC42
12855,RAC1,ARHGEF7
12856,RAC1,PAFAH1B1
12857,RAC1,BCAR1
12858,RAC1,NRAS
12859,RAC1,ACKR1
12860,RAC1,CACNA1A
12861,RAC1,GRIN2B
12862,RAC1,VEGFA
12863,RAC1,SYK
12864,RAC1,MAP2K7
12865,RAC1,ABL1
12866,RAC1,ITGB3
12867,RAC1,EZR
12868,RAC1,NOX1
12869,RAC1,CYFIP1
12870,RAC1,CTNND1
12871,RAC1,HRAS
12872,RAC1,CXCR4
12873,RAC1,ILK
12874,RAC1,VAV3
12875,RAC1,ASAP1
12876,RAC1,MAPK8
12877,RAC1,SPP1
12878,RAC1,MAP2K4
12879,RAC1,CDK5
12880,RAC1,PIK3R1
12881,SPRED2,HRAS
12882,UBA5,UBE2C
12883,UBA5,UBE2E2
12884,SPRED2,NF1
12885,SPRED2,PSMD6
12886,SPRED2,PSMD9
12887,PITPNM1,VAPB
12888,UBE2C,CUL7
12889,UBE2C,KIF2C
12890,UBE2C,PTTG1
12891,UBE2C,IL6
12892,UBE2C,PRC1
12893,UBE2C,BMI1
12894,UBE2C,MKI67
12895,UBE2C,CDKN1A
12896,UBE2C,UBE2E2
12897,UBE2C,CENPF
12898,UBE2C,BRCA1
12899,UBE2C,TOP2A
12900,UBE2C,PBK
12901,UBE2C,NEK2
12902,WDR45,ATG2B
12903,STOML2,PHB
12904,PTGER3,GNAS
12905,ARC,CREB1
12906,ARC,DLG4
12907,ATN1,NR2E1
12908,RSPO3,SDC4
12909,RSPO3,FOXP3
12910,RSPO3,RNF43
12911,ITGAL,ITGB1
12912,ITGAL,ITGA8
12913,ITGAL,RUNX3
12914,ITGAL,ITGA4
12915,ITGAL,PTPRC
12916,ITGAL,ITGB3
12917,ITGAL,VAV1
12918,ITGAL,ITGB2
12919,MYLIP,LDLR
12920,MYLIP,VLDLR
12921,MYLIP,RXRB
12922,CACNA2D1,CACNB4
12923,CACNA2D1,CACNA1S
12924,CACNA2D1,CACNA1F
12925,CACNA2D1,RYR1
12926,CACNA2D1,CACNA1B
12927,CACNA2D1,CACNA1E
12928,IL27,STAT1
12929,IL27,IL6ST
12930,IL27,STAT4
12931,H2BC12,TBP
12932,H2BC12,SAP30BP
12933,H2BC12,EHMT1
12934,IL27,JAK2
12935,H2BC12,CHD4
12936,IL27,TYK2
12937,H2BC12,MYO1C
12938,H2BC12,H3C2
12939,H2BC12,DEK
12940,H2BC12,BCL2
12941,H2BC12,H2AC18
12942,H2BC12,TCF7L2
12943,H2BC12,HDAC2
12944,IGF2R,IGF2
12945,IGF2R,DPP4
12946,IGF2R,VPS26A
12947,CALM1,SCN5A
12948,CALM1,CACNA1A
12949,CALM1,KCNQ2
12950,CALM1,SCN2A
12951,CALM1,DAPK1
12952,CALM1,NOS1
12953,CALM1,KCNN2
12954,CALM1,CACNA1B
12955,CALM1,MARCKS
12956,CALM1,CAMK2A
12957,CALM1,DLG4
12958,CALM1,ESR1
12959,CALM1,CAMK2B
12960,CALM1,MYO1C
12961,CALM1,MYLK
12962,CALM1,RYR1
12963,CALM1,CACNA1S
12964,CHD4,HDAC1
12965,CHD4,HDAC2
12966,CHD4,SMARCA4
12967,CHD4,KDM1A
12968,CHD4,H2AX
12969,CHD4,GATA3
12970,CHD4,TBP
12971,CAVIN1,FHL2
12972,CAVIN1,NNMT
12973,CAVIN1,S100A10
12974,RASSF1,XPA
12975,RASSF1,HRAS
12976,RASSF1,DAXX
12977,ADIPOR2,ADIPOQ
12978,ZDHHC9,HRAS
12979,ZDHHC9,NRAS
12980,IRF5,IFIT1
12981,IRF5,IFI27
12982,IRF5,SMARCD1
12983,IRF5,IRF7
12984,IRF5,HLA-E
12985,IRF5,XAF1
12986,IRF5,HLA-A
12987,IRF5,IRF4
12988,IRF5,HLA-C
12989,IRF5,IFNB1
12990,IRF5,SMARCA4
12991,IRF5,HLA-B
12992,IRF5,STAT1
12993,IRF5,ADAR
12994,IRF5,RELA
12995,IRF5,IRAK1
12996,IRF5,MYD88
12997,IRF5,IRF6
12998,IRF5,JUN
12999,IRF5,ACTB
13000,IRF5,TRAF6
13001,ACTB,IRF7
13002,ACTB,AKT1
13003,ACTB,TRRAP
13004,ACTB,MYO1C
13005,ACTB,IFNB1
13006,ACTB,DMD
13007,ACTB,TBP
13008,ACTB,PRKCA
13009,ACTB,NF1
13010,ACTB,SPTBN2
13011,ACTB,GPS1
13012,ACTB,ACTR2
13013,ACTB,RHOA
13014,ACTB,SMARCD1
13015,ACTB,CDC42
13016,ACTB,KAT8
13017,ACTB,SMARCA4
13018,ACTB,ITGB3
13019,ACTB,CFL1
13020,ACTB,ACTG1
13021,ACTB,IRF4
13022,ACTB,EZR
13023,ACTB,RELA
13024,ACTB,ILK
13025,ACTB,CUL4A
13026,ACTB,JUN
13027,ACTB,IRF6
13028,ACTB,CASP7
13029,GIP,GLP1R
13030,GIP,GCG
13031,GIP,GIPR
13032,GIP,PAX6
13033,GIP,DPP4
13034,PLN,PRKG1
13035,PLN,ATP2A3
13036,PLN,ATP2A2
13037,PLN,NOS1
13038,GRM7,PICK1
13039,CREB5,JUN
13040,APOA4,FGF21
13041,APOA4,LDLR
13042,APOA4,APOC2
13043,APOA4,APOA5
13044,SYNE2,LMNA
13045,SYNE2,SYNE1
13046,SYNE2,SUN1
13047,NR3C2,FKBP5
13048,NR3C2,DCTN1
13049,NR3C2,NCOA1
13050,EPHB4,PSEN2
13051,NR3C2,DYNLL2
13052,EPHB4,EFNA1
13053,GAD1,LAT
13054,EPHB4,PIK3R1
13055,EPHB4,MMP9
13056,GAD1,GAD2
13057,GAD1,ABAT
13058,GAD1,MECP2
13059,GAD1,LOC102724197
13060,GAD1,ALDH3B1
13061,GAD1,GRB2
13062,NF1,VCP
13063,GAD1,ALDH3A1
13064,NF1,PSMD6
13065,NF1,BRCA1
13066,NF1,SMARCA4
13067,NF1,HRAS
13068,NF1,NRAS
13069,NF1,PSMD9
13070,NF1,SMARCD1
13071,TPM1,MYH6
13072,TPM1,ACTA2
13073,TPM1,TPM3
13074,CX3CR1,CXCL1
13075,CX3CR1,CCL3
13076,EPHA2,GRB2
13077,EPHA2,RHOA
13078,EPHA2,SRC
13079,EPHA2,CTNND1
13080,EPHA2,VAV3
13081,EPHA2,PIK3R1
13082,EPHA2,CLDN4
13083,EPHA2,BCAR1
13084,EPHA2,EFNA1
13085,CASP8,PIK3R1
13086,CASP8,TRAF6
13087,CASP8,APAF1
13088,CASP8,SQSTM1
13089,CASP8,CARD9
13090,CASP8,AR
13091,CASP8,BCL10
13092,CASP8,RELA
13093,CASP8,CASP7
13094,CASP8,MAP2K7
13095,CASP8,EZR
13096,CASP8,ITGB3
13097,CASP8,DAXX
13098,CASP8,MAP3K5
13099,CASP8,IKBKG
13100,CASP8,CYLD
13101,CASP8,NLRC4
13102,CASP8,COL4A2
13103,CASP8,COL2A1
13104,CASP8,VIM
13105,CASP8,CASP1
13106,CASP8,COL5A1
13107,CASP8,TRAF1
13108,CASP8,CRADD
13109,CASP8,COL11A1
13110,CASP8,COL11A2
13111,CASP8,BIRC2
13112,CASP8,DDX58
13113,CASP8,FASLG
13114,CASP8,TNF
13115,CASP8,XIAP
13116,CASP8,IKBKB
13117,CASP8,DAP3
13118,CASP8,SRC
13119,PTPN5,PTPN6
13120,ARNT,CA9
13121,ARNT,SIM1
13122,ARNT,HEY2
13123,ARNT,CDKN1A
13124,ARNT,JUN
13125,ARNT,VEGFA
13126,ARNT,NCOA1
13127,ARNT,CYP1A1
13128,ARNT,CREB1
13129,ARNT,TGM2
13130,ARNT,ESR1
13131,ARNT,AKT1
13132,ARNT,EDN1
13133,ARNT,HIF1A
13134,MAX,KMT2A
13135,MAX,CDKN2A
13136,MAX,TRRAP
13137,MAX,PIM1
13138,MAX,MYC
13139,MAX,HDAC2
13140,MAX,INO80C
13141,MAX,HDAC1
13142,MAX,KAT8
13143,MAX,E2F6
13144,SYN3,SYN2
13145,CCL20,IL6
13146,CCL20,CCL5
13147,CCL20,CCL3
13148,CCL20,IL10
13149,CCL20,CXCL2
13150,CCL20,TNF
13151,CCL20,CXCL1
13152,VCP,SELENOS
13153,VCP,BRCA1
13154,VCP,PRKN
13155,VCP,PTGES3
13156,VCP,PLAA
13157,VCP,OPTN
13158,VCP,PSMD6
13159,VCP,HSPA8
13160,VCP,NSFL1C
13161,VCP,VIM
13162,MYPN,NEBL
13163,MYPN,ANKRD1
13164,ELN,LOXL2
13165,ELN,MMP9
13166,TGFBR2,NEDD4L
13167,TGFBR2,SMAD5
13168,TGFBR2,ITGB3
13169,TGFBR2,SMAD9
13170,TGFBR2,DAXX
13171,TGFBR2,NR2C2
13172,TGFBR2,TFAP2B
13173,TGFBR2,CCN2
13174,TGFBR2,XIAP
13175,TGFBR2,TGFB2
13176,MAP3K5,TNF
13177,TGFBR2,ENG
13178,TGFBR2,ACVRL1
13179,TGFBR2,EIF2A
13180,MAP3K5,TXN
13181,TGFBR2,YAP1
13182,MAP3K5,CAMK2B
13183,MAP3K5,ARRB2
13184,MAP3K5,FASLG
13185,MAP3K5,DAXX
13186,MAP3K5,TNFRSF9
13187,MAP3K5,YWHAZ
13188,MAP3K5,IL10
13189,MAP3K5,TNIK
13190,MAP3K5,AKT1
13191,MAP3K5,MAP2K6
13192,MAP3K5,AKT2
13193,MAP3K5,CRADD
13194,MAP3K5,MAP2K7
13195,MAP3K5,CDKN1A
13196,MAP3K5,TRAF1
13197,MAP3K5,MAP2K4
13198,MAP3K5,TRAF6
13199,KCNQ2,KCNQ3
13200,KCNQ2,SCN2A
13201,CD163,GP2
13202,CD163,CD36
13203,CD163,IL10
13204,CD163,IL6
13205,PIK3CG,JAK2
13206,PIK3CG,TRAF6
13207,PIK3CG,CXCR4
13208,PIK3CG,HRAS
13209,PIK3CG,PIK3R1
13210,PIK3CG,NRAS
13211,PIK3CG,SYK
13212,PIK3CG,CD40LG
13213,PIK3CG,IMMT
13214,PIK3CG,AKT2
13215,PIK3CG,CXCL12
13216,PIK3CG,CD40
13217,PIK3CG,BECN1
13218,PIK3CG,AKT1
13219,H3C2,PBRM1
13220,H3C2,ATRX
13221,XRCC2,RAD51
13222,XRCC2,BRCA2
13223,XRCC2,RAD51B
13224,XRCC2,PCNA
13225,XRCC2,POLD1
13226,XRCC2,RFC1
13227,XRCC2,XRCC3
13228,XRCC2,RTEL1
13229,FGF17,FGFR2
13230,FGF17,HRAS
13231,DNMT1,E2F2
13232,FGF17,FGFR1
13233,FGF17,NRAS
13234,DNMT1,HDAC2
13235,DNMT1,CDKL5
13236,DNMT1,MAT1A
13237,DNMT1,PCNA
13238,DNMT1,DAXX
13239,DNMT1,HDAC1
13240,DNMT1,MECP2
13241,DNMT1,PARP1
13242,DNMT1,KDM1A
13243,HAND2,ADSS2
13244,PCNT,CENPJ
13245,PCNT,DISC1
13246,PCNT,GFAP
13247,AKR1B10,GK
13248,AKR1B10,DHFR
13249,AKR1B10,TH
13250,AKR1B10,PAH
13251,AKR1B10,AKR1C3
13252,RYR1,NOS1
13253,RYR1,CACNA1S
13254,RYR1,CACNA1A
13255,CELA2A,FLG
13256,PTPN22,TRAF3
13257,PTPN22,HLA-DQA2
13258,PTPN22,HLA-DPB1
13259,PTPN22,SRC
13260,PTPN22,PADI4
13261,PTPN22,HLA-DPA1
13262,PTPN22,HLA-DRA
13263,PTPN22,HLA-DQB1
13264,PTPN22,CD3E
13265,PTPN22,HLA-DRB1
13266,PTPN22,HLA-DRB5
13267,MYO1C,H2AX
13268,MYO1C,FCGR3A
13269,MYO1C,MYO9B
13270,MYO1C,ACTG1
13271,TRRAP,H2AX
13272,TRRAP,INO80C
13273,TRRAP,MYC
13274,TRRAP,KAT8
13275,TRRAP,HDAC1
13276,MTCL1,MARK2
13277,TRRAP,TCF7L2
13278,ATP2A3,NOTCH4
13279,HLA-DRB1,VAV1
13280,HLA-DRB1,HLA-C
13281,HLA-DRB1,BTNL2
13282,HLA-DRB1,PDCD1LG2
13283,HLA-DRB1,HLA-A
13284,HLA-DRB1,CTSS
13285,HLA-DRB1,HLA-DPA1
13286,HLA-DRB1,PTPN6
13287,HLA-DRB1,HLA-DRA
13288,HLA-DRB1,HLA-E
13289,HLA-DRB1,CD274
13290,HLA-DRB1,HLA-B
13291,HLA-DRB1,CD3E
13292,HLA-DRB1,PTPRC
13293,HLA-DRB1,ITK
13294,HLA-DRB1,HLA-DMA
13295,HLA-DRB1,LAT
13296,HLA-DRB1,PTPRJ
13297,HLA-DRB1,HLA-DRB5
13298,HLA-DRB1,HLA-DPB1
13299,DHDDS,NUS1
13300,DHDDS,PDSS1
13301,TFRC,OPTN
13302,TFRC,TF
13303,TFRC,HSPA8
13304,TFRC,B2M
13305,SCNN1A,NEDD4L
13306,SCNN1A,SGK1
13307,SCNN1A,TSC22D3
13308,RTEL1,BRCA1
13309,RTEL1,XRCC3
13310,RTEL1,RAD51
13311,RTEL1,EXO1
13312,RTEL1,BRCA2
13313,RTEL1,RAD51B
13314,ETS2,HRAS
13315,ETS2,ETS1
13316,ETS2,JUN
13317,CACNA1A,CACNB4
13318,CACNA1A,CACNA2D2
13319,CACNA1A,RHOA
13320,F8,F11
13321,F8,SCFD1
13322,CUX1,HDAC1
13323,MYLK,ACTA2
13324,MYLK,CAMK2B
13325,MYLK,ITGB1
13326,MYLK,CALD1
13327,CLDN7,CD44
13328,NRP2,PLXNA2
13329,NRP2,SEMA3B
13330,NRP2,PLXNA3
13331,NRP2,VEGFA
13332,NRP2,NRCAM
13333,NRP2,VEGFC
13334,DSC3,DSP
13335,COL4A2,ITGB1
13336,COL4A2,ENPP1
13337,COL4A2,ITGB3
13338,CES1,CDA
13339,DPP4,ITGB1
13340,DPP4,GLP1R
13341,DPP4,PRCP
13342,DPP4,ACE2
13343,DPP4,GCG
13344,DPP4,PTPRC
13345,DPP4,MME
13346,DPP4,CXCR4
13347,DPP4,ADA
13348,WDHD1,POLD1
13349,CYP2D6,CYP2C19
13350,CYP2D6,UGT1A1
13351,CYP2D6,MAOB
13352,CYP2D6,AKR1C1
13353,CYP2D6,CYP1A1
13354,CYP2D6,HSD11B1
13355,NTRK3,NTF3
13356,ADARB1,BMP7
13357,NTRK3,RIT1
13358,NTRK3,NRAS
13359,NTRK3,BDNF
13360,NTRK3,NGF
13361,NTRK3,HRAS
13362,NTRK3,GRB2
13363,HS3ST3B1,SDC4
13364,HS3ST3B1,HSPG2
13365,ENPP1,AK3
13366,ENPP1,NUDT2
13367,ENPP1,APRT
13368,ENPP1,ACP5
13369,MATR3,SSB
13370,MATR3,HNRNPK
13371,MATR3,HNRNPA3
13372,MATR3,TAF15
13373,MATR3,ELAVL1
13374,MATR3,HNRNPR
13375,STAT1,BRCA1
13376,STAT1,IL2RA
13377,STAT1,JAK2
13378,STAT1,IRF6
13379,STAT1,CXCR4
13380,STAT1,MTOR
13381,STAT1,ADAR
13382,STAT1,TYK2
13383,STAT1,IL6R
13384,STAT1,FGFR2
13385,STAT1,CDKN1A
13386,STAT1,CSF2RA
13387,STAT1,PIK3R1
13388,STAT1,IFNGR1
13389,STAT1,PTPN6
13390,STAT1,HDAC1
13391,STAT1,PRKCD
13392,STAT1,CYLD
13393,STAT1,IRF4
13394,STAT1,HLA-C
13395,STAT1,MPL
13396,STAT1,MCL1
13397,STAT1,SMARCA4
13398,STAT1,IL6
13399,STAT1,CXCL12
13400,STAT1,IL22
13401,STAT1,DDX58
13402,STAT1,CISH
13403,STAT1,IL2RG
13404,STAT1,IRF7
13405,STAT1,IFI27
13406,STAT1,SRC
13407,STAT1,TNF
13408,STAT1,HLA-E
13409,STAT1,CSF2RB
13410,STAT1,VIM
13411,STAT1,IFIT1
13412,STAT1,IL12RB1
13413,STAT1,AKT1
13414,STAT1,HLA-B
13415,STAT1,IL6ST
13416,STAT1,CAMK2B
13417,STAT1,RUNX2
13418,STAT1,CIITA
13419,STAT1,XAF1
13420,STAT1,HLA-A
13421,STAT1,IFNB1
13422,STAT1,CAMK2A
13423,STAT1,EIF2A
13424,CYTH1,RHOA
13425,CYTH1,ITGB2
13426,CYTH1,CDKN2A
13427,CYTH1,ARF1
13428,C8A,C4B_2
13429,C8A,C8B
13430,SREBF2,LDLR
13431,ZEB1,BCL6
13432,ZEB1,FOXO3
13433,ZEB1,SMARCA4
13434,ZEB1,FOXO1
13435,ZEB1,HIF1A
13436,ZEB1,HDAC1
13437,ZEB1,MYC
13438,ZEB1,PIM1
13439,ATP1A2,FXYD1
13440,COX1,COX2
13441,COX1,ND5
13442,COX1,ND4
13443,COX1,CYTB
13444,COX1,ATP8
13445,COX1,ND6
13446,COMT,MAOB
13447,COMT,DBH
13448,COMT,CYP1A1
13449,COMT,ALDH3B1
13450,COMT,ALDH3A1
13451,COMT,DRD2
13452,COMT,CYP1B1
13453,CYTB,ND5
13454,CYTB,ND4
13455,CYTB,NCF2
13456,CYTB,COX2
13457,CYTB,ATP8
13458,CYTB,NDUFS1
13459,CYTB,ND6
13460,MTOR,RPS6
13461,MTOR,AKT2
13462,MTOR,RHOA
13463,MTOR,SGK1
13464,MTOR,FKBP5
13465,MTOR,AKT1
13466,MTOR,PTGES3
13467,MTOR,BECN1
13468,MTOR,PRKCA
13469,MTOR,PIK3CD
13470,MTOR,RELA
13471,MTOR,GRB2
13472,MTOR,PIK3R1
13473,MTOR,IRS2
13474,MTOR,IGBP1
13475,MTOR,YWHAZ
13476,MTOR,CDC42
13477,MTOR,PTEN
13478,CD3E,B2M
13479,CD3E,JUN
13480,CD3E,CD8A
13481,CD3E,IL2RG
13482,CD3E,PTPRJ
13483,CD3E,PTPRC
13484,CD3E,IL2RA
13485,CD3E,HLA-DRA
13486,CD3E,VAV1
13487,CD3E,SYK
13488,CD3E,PDCD1LG2
13489,CD3E,HLA-A
13490,CD3E,LAT
13491,CD3E,ITK
13492,CD3E,CD274
13493,PTGS1,THAS
13494,CD3E,CD2
13495,CD3E,PTPN6
13496,PTGS1,ALOX15
13497,PTGS1,COX2
13498,PTGS1,ALOX5
13499,PTGS1,CYP2J2
13500,PTGS1,PTGES3
13501,PTGS1,CYP2C19
13502,PTGS1,PTGDS
13503,NPY1R,NPY
13504,ND6,ATP8
13505,ND6,ND4
13506,ND6,ND5
13507,ND6,COX2
13508,ND6,NDUFS1
13509,OPA1,PINK1
13510,ND5,NDUFS1
13511,ND5,ATP8
13512,ND5,COX2
13513,ND5,ND4
13514,AKAP13,RHOA
13515,AKAP13,LPAR1
13516,TBKBP1,TANK
13517,CNTNAP2,FOXP2
13518,DCTN1,KIF5A
13519,DCTN1,DNAI2
13520,DCTN1,PTGES3
13521,DCTN1,AR
13522,DCTN1,DNAI1
13523,DCTN1,PAFAH1B1
13524,XAF1,HLA-E
13525,XAF1,IFI27
13526,XAF1,IRF7
13527,XAF1,XIAP
13528,XAF1,ADAR
13529,XAF1,IFIT1
13530,XAF1,IRF6
13531,XAF1,HLA-B
13532,XAF1,HLA-A
13533,XAF1,HLA-C
13534,CALD1,GRB2
13535,XAF1,IRF4
13536,DRD2,CNR1
13537,DRD2,DISC1
13538,DRD2,ARRB2
13539,DRD2,GRIN2B
13540,DRD2,NCS1
13541,COX2,TNF
13542,COX2,JUN
13543,COX2,ND4
13544,COX2,PPARA
13545,COX2,SCO2
13546,COX2,RELA
13547,COX2,MYC
13548,KIF21A,KANK2
13549,GRM1,ESR1
13550,GRM1,CAMK2A
13551,GRM1,CAMK2B
13552,GRM1,CASR
13553,GRM1,GABBR1
13554,CXCL9,CCL5
13555,CXCL9,MAP2K6
13556,CXCL9,CXCR3
13557,DMD,DTNA
13558,DMD,ITGB1
13559,DMD,LAMA1
13560,DMD,LAMA2
13561,DMD,SRC
13562,DMD,AQP4
13563,DMD,NOS1
13564,DMD,TTN
13565,DMD,SCN5A
13566,DMD,CDC42
13567,DMD,ARHGEF7
13568,DMD,ACTG1
13569,ND4,ATP8
13570,ND4,NDUFS1
13571,MSRB1,TXN
13572,QKI,JAK2
13573,QKI,CAMK2A
13574,QKI,CAMK2B
13575,NOS1AP,DLG4
13576,NOS1AP,NOS1
13577,GRIN3A,DLG4
13578,GRIN3A,GRIN2B
13579,GRIN3A,GRIN2A
13580,CACNA1S,CACNA1F
13581,CACNA1S,CACNB4
13582,BECN1,BCL2
13583,BECN1,ATG16L1
13584,BECN1,AKT1
13585,BECN1,GOPC
13586,BECN1,AMBRA1
13587,BECN1,IRGM
13588,BECN1,MYD88
13589,BECN1,MAP1LC3A
13590,BECN1,BCL2L11
13591,BECN1,MCL1
13592,BECN1,NLRC4
13593,BECN1,PINK1
13594,BECN1,SQSTM1
13595,BECN1,TRAF6
13596,BECN1,DAPK1
13597,BECN1,MAPK8
13598,BECN1,PRKN
13599,E2F2,CDKN1A
13600,E2F2,HDAC1
13601,E2F2,CCNE2
13602,E2F2,TBP
13603,E2F2,CDKN2A
13604,E2F2,CDKN1C
13605,TGM2,ITGA4
13606,TGM2,ITGB1
13607,TGM2,TBXA2R
13608,TGM2,SDC4
13609,TGM2,ITGB3
13610,CNTF,IL6R
13611,CNTF,IL6ST
13612,CNTF,BDNF
13613,ADSS2,GART
13614,ADSS2,APRT
13615,EXO1,RAD51B
13616,EXO1,POLD1
13617,EXO1,BRCA2
13618,EXO1,RECQL
13619,EXO1,PMS1
13620,EXO1,CHEK2
13621,EXO1,RAD54L
13622,EXO1,CHEK1
13623,EXO1,PCNA
13624,EXO1,TP53BP1
13625,EXO1,RFC1
13626,EXO1,TOP2A
13627,EXO1,BRCA1
13628,EXO1,XRCC3
13629,EXO1,RAD51
13630,KMO,TDO2
13631,FH,SDHC
13632,FH,SDHB
13633,FH,MDH1
13634,FH,SDHD
13635,MTR,MTHFR
13636,MTR,GART
13637,MTR,MAT1A
13638,MTR,DHFR
13639,MTR,CBS
13640,DISC1,TNIK
13641,DISC1,DLG4
13642,DISC1,CCDC141
13643,DISC1,PAFAH1B1
13644,DISC1,NDE1
13645,DISC1,DIXDC1
13646,DISC1,PDE4A
13647,DISC1,ZNF365
13648,GNPAT,AMACR
13649,DISC1,GRB2
13650,GNPAT,IDH1
13651,GNPAT,EPHX2
13652,GNPAT,DDO
13653,AGT,PRKAR1A
13654,AGT,DNM1
13655,AGT,EZR
13656,AGT,NCOA6
13657,AGT,AGTR2
13658,AGT,AGTR1
13659,AGT,SRC
13660,AGT,ACE2
13661,AGT,GRB2
13662,AGT,MME
13663,AGT,CCL4
13664,AGT,PIK3R1
13665,AGT,PPARA
13666,AGT,CCR3
13667,AGT,GNAS
13668,AGT,NCOA2
13669,AGT,CXCL12
13670,AGT,NCOA1
13671,AGT,HRAS
13672,AGT,EDN1
13673,AGT,CXCR4
13674,AGT,AOPEP
13675,HRES1,PRKCA
13676,DLL1,NEURL1
13677,HRES1,GRB2
13678,DLL1,ADAM12
13679,DLL1,MECP2
13680,DLL1,DNM1
13681,PSEN2,EPHB2
13682,PSEN2,NOTCH4
13683,PSEN2,ITGB3BP
13684,PSEN2,NGF
13685,PSEN2,YBX1
13686,PSEN2,TRAF6
13687,THBS2,ITGA4
13688,THBS2,ITGB1
13689,THBS2,ITGA6
13690,THBS2,ADAMTS9
13691,THBS2,ADAMTS12
13692,THBS2,ADAMTS13
13693,PARP1,ILK
13694,PARP1,BRCA1
13695,PARP1,EWSR1
13696,PARP1,CASP7
13697,PARP1,PCNA
13698,PARP1,XPA
13699,PARP1,BRCA2
13700,PARP1,H2AX
13701,PARP1,ESR1
13702,PARP1,CHFR
13703,PRKN,SQSTM1
13704,PRKN,SYT11
13705,PRKN,AMBRA1
13706,PRKN,MAOB
13707,PRKN,UBE2E2
13708,PRKN,PINK1
13709,DUSP10,MAPK8
13710,IARS2,EARS2
13711,IARS2,RARS2
13712,TGFB2,ENG
13713,TGFB2,NR2C2
13714,TGFB2,SMAD5
13715,TGFB2,RELA
13716,TGFB2,JUN
13717,CENPF,NDE1
13718,CENPF,NEK2
13719,CENPF,PTTG1
13720,CENPF,PRC1
13721,CENPF,MKI67
13722,CENPF,HMMR
13723,CENPF,PBK
13724,CENPF,TOP2A
13725,CENPF,KIF2C
13726,PROX1,NR2F2
13727,NEK2,PRC1
13728,NEK2,KIF2C
13729,IRF6,IFIT1
13730,IRF6,IRF7
13731,NEK2,TOP2A
13732,IRF6,IFI27
13733,IRF6,SMARCD1
13734,NEK2,PBK
13735,IRF6,HLA-E
13736,IRF6,HLA-A
13737,IRF6,IRF4
13738,IRF6,HLA-C
13739,IRF6,SMARCA4
13740,IRF6,IFNB1
13741,IRF6,SERPINB5
13742,IRF6,HLA-B
13743,IRF6,ADAR
13744,IRF6,RELA
13745,IRF6,JUN
13746,HSD11B1,HSD3B1
13747,HSD11B1,HSD3B2
13748,HSD11B1,CYP1A1
13749,HSD11B1,H6PD
13750,PLXNA2,PLXNA3
13751,CD55,CD59
13752,CD55,C4A
13753,EZR,CD44
13754,EZR,EDN1
13755,EZR,SLC9A3R2
13756,EZR,CCL4
13757,EZR,ITGB1
13758,EZR,CXCL12
13759,EZR,RHOA
13760,EZR,SRC
13761,EZR,FASLG
13762,EZR,PRKAR1A
13763,EZR,PRKCA
13764,MDM4,CDKN2A
13765,MDM4,CHEK2
13766,MDM4,PTEN
13767,KISS1,TAC3
13768,CHIT1,UGCG
13769,ADORA1,ADA
13770,VIP,NPY
13771,VIP,CCK
13772,SYNE1,SUN1
13773,VIP,ADCYAP1R1
13774,SYNE1,LMNA
13775,KDM5B,HDAC1
13776,KDM5B,CDKN1A
13777,KDM5B,MYC
13778,KDM5B,KDM1A
13779,CFH,CFB
13780,CFH,ADM
13781,CFH,ITGAM
13782,RO60,SSB
13783,PLA2G4A,PTGS2
13784,UST,CSPG5
13785,PLA2G4A,ALOX5
13786,PLA2G4A,SYK
13787,PTGS2,THAS
13788,PTGS2,ALOX15
